key,slug,tier,display_name,indexable
HOLD:existing:iobenguane-i-131,iobenguane-i-131,1,Iobenguane I-131,f
HOLD:existing:iobenguane-sulfate-i-123,iobenguane-sulfate-i-123,2,Iobenguane Sulfate I-123,f
HOLD:existing:iobenguane-sulfate-i-131,iobenguane-sulfate-i-131,1,Iobenguane Sulfate I-131,f
HOLD:existing:iodohippurate-sodium-i-123,iodohippurate-sodium-i-123,1,Iodohippurate Sodium I-123,f
HOLD:existing:iodohippurate-sodium-i-131,iodohippurate-sodium-i-131,1,Iodohippurate Sodium I-131,f
HOLD:existing:iofetamine-hydrochloride-i-123,iofetamine-hydrochloride-i-123,1,Iofetamine Hydrochloride I-123,f
HOLD:existing:iothalamate-sodium-i-125,iothalamate-sodium-i-125,2,Iothalamate Sodium I-125,f
HOLD:existing:krypton-kr-81m,krypton-kr-81m,1,"Krypton, Kr-81m",f
HOLD:existing:lactitol,lactitol,2,Lactitol,f
HOLD:existing:lefamulin,lefamulin,2,Lefamulin,f
HOLD:existing:magnesium-trisilicate,magnesium-trisilicate,2,Magnesium Trisilicate,f
HOLD:existing:megestrol,megestrol,1,Megestrol,t
HOLD:existing:menadiol,menadiol,1,Menadiol,f
HOLD:existing:methylphenidate,methylphenidate,1,Methylphenidate,t
HOLD:existing:methylsynephrine,methylsynephrine,3,Methylsynephrine,f
HOLD:existing:nafarelin,nafarelin,1,Nafarelin,f
HOLD:existing:oxogestone,oxogestone,2,Oxogestone,f
HOLD:existing:paramethasone,paramethasone,1,Paramethasone,f
HOLD:existing:phenmetrazine,phenmetrazine,1,Phenmetrazine,f
HOLD:existing:plicamycin,plicamycin,1,Plicamycin,f
HOLD:existing:potassium-citrate,potassium-citrate,2,Potassium Citrate,f
HOLD:existing:pregnenolone,pregnenolone,3,Pregnenolone,f
HOLD:existing:selenomethionine-se-75,selenomethionine-se-75,1,Selenomethionine Se-75,f
HOLD:existing:sodium-succinate,sodium-succinate,1,Sodium Succinate,f
HOLD:existing:trenbolone,trenbolone,1,Trenbolone,f
HOLD:existing:urea-c-13,urea-c-13,1,Urea C-13,f
HOLD:existing:urea-c-14,urea-c-14,1,"Urea, C-14",f
HOLD:existing:vincristine,vincristine,2,Vincristine,f
HOLD:existing:voxilaprevir,voxilaprevir,2,Voxilaprevir,f
HOLD:existing:xenon-xe-127,xenon-xe-127,1,Xenon Xe-127,f
K1:0005633KTU,symphyotrichum-oblongifolium-whole,3,Symphyotrichum Oblongifolium Whole,f
K1:000705ZASD,adecatumumab,3,Adecatumumab,f
K1:00072J7XWS,germanium,2,Germanium,f
K1:0008D0X3XI,plantago-australis-whole,3,Plantago Australis Whole,f
K1:000F949089,spirofylline,3,Spirofylline,f
K1:000TKM5BBQ,ablukast,3,Ablukast,f
K1:001E35HGVF,magnolol,3,Magnolol,f
K1:001L2FE0M3,alvespimycin,1,Alvespimycin,f
K1:0022LFJ74Y,taraxacum-officinale-leaf,3,Taraxacum Officinale Leaf,f
K1:0035H8M4YL,heptaverine,3,Heptaverine,f
K1:003ABL14YC,blue-tilapia-whole,3,Blue Tilapia Whole,f
K1:003N66TS6T,rasagiline,2,Rasagiline,f
K1:003VPM353K,propineb,3,Propineb,f
K1:00435Z54H1,dimethylaminopropionylphenothiazine,3,DIMETHYLAMINOPROPIONYLPHENOTHIAZINE,f
K1:004F72P8F4,bethanechol,2,Bethanechol,f
K1:004T8726AU,dexindoprofen,3,Dexindoprofen,f
K1:00543AP1JV,delphinium-staphisagria-seed,2,Delphinium Staphisagria Seed,f
K1:005990WHZZ,deoxycholic-acid,2,Deoxycholic acid,f
K1:005ICF6L27,lycopodium-clavatum-whole,3,Lycopodium Clavatum Whole,f
K1:005MIM19QV,quinezamide,3,Quinezamide,f
K1:006H22D6PZ,ambrosia-tenuifolia-whole,3,Ambrosia Tenuifolia Whole,f
K1:007KG0HTO5,technetium-tc-99m-ferpentetate,2,TECHNETIUM TC 99M FERPENTETATE,f
K1:007QF56M4D,tipropidil,3,Tipropidil,f
K1:009OMI967N,az-23,3,AZ 23,f
K1:00A64ZX8NB,florasulam,3,FLORASULAM,f
K1:00A9JB14O6,beta-d-glucouronic-acid,3,.BETA.-D-GLUCOURONIC Acid,f
K1:00ALI1GAY2,y-33075,3,Y-33075,f
K1:00AOG6IRLE,hedychium-flavescens-whole,3,Hedychium Flavescens Whole,f
K1:00BH33GNGH,cadmium,2,Cadmium,f
K1:00C01APN10,n-acetylgalactosamine,3,.ALPHA.-N-ACETYL-D-GALACTOSAMINE,f
K1:00CR8124AS,english-sole,3,English Sole,f
K1:00DPD30SOY,amsacrine,2,Amsacrine,f
K1:00EED65INL,ancarolol,3,Ancarolol,f
K1:00GG7UT6PL,chicken-skin-cooked,3,"Chicken Skin, Cooked",f
K1:00I7BI3BB7,darsidomine,3,Darsidomine,f
K1:00IF91KFKQ,saffron-extract,3,Crocus Sativus Flower,f
K1:00J9J9XKDE,vanadium,2,Vanadium,f
K1:00K1YL9Q69,dihydrothioctic-acid-r,3,"Dihydrothioctic ACID, (R)-",f
K1:00LOF6890B,wx-uk1-free-base,3,WX-UK1 Free Base,f
K1:00M634HD2V,radgocitabine,3,Radgocitabine,f
K1:00NT1ETN9K,trph-222,3,TRPH-222,f
K1:00OF00QZC4,sibofimloc,3,Sibofimloc,f
K1:00OLE78529,belnacasan,3,Belnacasan,f
K1:00OT1QX5U4,potassium-permanganate-2,2,POTASSIUM PERMANGANATE,f
K1:00Q31ER368,mepindolol,3,Mepindolol,f
K1:00RY4LUP2Z,oletimol,3,Oletimol,f
K1:00S0D0OEKR,itasetron,3,Itasetron,f
K1:00T5SH6SEJ,bai-ji,3,Bai Ji,f
K1:00T9G32ZVH,closiramine,3,Closiramine,f
K1:00U7GX0NLM,minaprine,1,Minaprine,f
K1:00UK7646FG,capsicum,1,Capsicum,t
K1:00V69U1QC7,metioxate,3,Metioxate,f
K1:00VJI3VG3D,1-3-5-trimethoxybenzene,3,"1,3,5-TRIMETHOXYBENZENE",f
K1:00WNZ48OR9,chlorophyll,2,Chlorophyll,f
K1:00X1DX441H,ym-543-free-acid,3,YM-543 FREE ACID,f
K1:00X6I56YXR,cdx-3379,3,CDX-3379,f
K1:00XI8W60QF,human-cholecystokinin-33,3,Human Cholecystokinin-33,f
K1:00XIW1CR0F,arachidonyltrifluoromethane,3,Arachidonyltrifluoromethane,f
K1:00Y6A5AJU6,sofpironium,2,Sofpironium,f
K1:00YIU5438U,caprylyl-glycol,3,Caprylyl Glycol,f
K1:00YVU1F28D,picotrin,3,Picotrin,f
K1:0111871I23,huperzine-a,3,Huperzine-A,f
K1:0125DUV5XC,varlilumab,3,Varlilumab,f
K1:012RCE5TWE,salix-lutea-pollen,3,Salix Lutea Pollen,f
K1:01343Q8EL8,anisodamine,3,ANISODAMINE,f
K1:013TE6E4WV,ledipasvir,2,Ledipasvir,f
K1:0151W500HP,tmc-310911,3,TMC 310911,f
K1:015582E098,atesidorsen,3,Atesidorsen,f
K1:016B407G6F,iofratol,3,Iofratol,f
K1:016FR52RU5,dihydrouracil,3,Dihydrouracil,f
K1:01704YP3MO,aminophenazone,1,Aminophenazone,f
K1:01756N87N8,wormwood-oil,2,Wormwood Oil,f
K1:01800C6E6B,dieffenbachia-seguine-whole,2,Dieffenbachia Seguine,f
K1:018649S21N,lemalesomab,3,Lemalesomab,f
K1:018NME21ED,celikalim,3,CELIKALIM,f
K1:0199MV609F,gadoteridol-2,2,Gadoteridol,f
K1:01B3X858LI,acer-pensylvanicum-whole,3,Acer Pensylvanicum Whole,f
K1:01FPW436S6,a-620223,3,A-620223,f
K1:01G73H6H83,hops,2,Hops,f
K1:01G9XEA93N,claviceps-purpurea-sclerotium,2,Claviceps Purpurea Sclerotium,f
K1:01IC75R817,imarikiren,3,Imarikiren,f
K1:01J18G9G97,aceglutamide,3,Aceglutamide,f
K1:01J7526K2Q,asp-4058,3,ASP-4058,f
K1:01K63SUP8D,fluoxetine,2,Fluoxetine,f
K1:01KC87F8FE,6-o-benzylguanine,3,6-O-BENZYLGUANINE,f
K1:01L0MVY85E,edobacomab,3,Edobacomab,f
K1:01L3E93T4C,clometerone,3,Clometerone,f
K1:01MI4Q9DI3,pilocarpine,2,Pilocarpine,f
K1:01O4K0631N,veliparib,3,Veliparib,f
K1:01O524K3H4,2-butoxyethyl-laurate,3,2-Butoxyethyl Laurate,f
K1:01OUW6MA4L,hylan-g-f-20,2,HYLAN G-F 20,f
K1:01Q9PC255D,ammonium-chloride,2,Ammonium Chloride,f
K1:01S2G2C1E4,sorbitan-isostearate,3,Sorbitan Isostearate,f
K1:01SJA33642,zirconium-sulfate,2,Zirconium Sulfate,f
K1:01T23W89FR,thiamylal,2,Thiamylal,f
K1:01UQ1KPC7E,beryllium-sulfate,2,Beryllium Sulfate,f
K1:01VNU8ZSO0,3-hydroxy-1-methylguanine,3,3-Hydroxy-1-Methylguanine,f
K1:01W430XXSQ,tetramethylthiuram-monosulfide,2,Tetramethylthiuram Monosulfide,f
K1:01WNS05SFO,oryctolagus-cuniculus-spleen,3,Oryctolagus Cuniculus Spleen,f
K1:01WV7J708X,guanosine-triphosphate,3,GUANOSINE TRIPHOSPHATE,f
K1:01YAE03M7J,betacarotene,2,Betacarotene,f
K1:01ZG3TPX31,bupropion,2,Bupropion,f
K1:020IUV4N33,phosphocreatine,1,Phosphocreatine,f
K1:0214C2T14J,1-3-bis-urea,3,"1,3-BIS(BENZOTHIAZOL-2-YLTHIOMETHYL)UREA",f
K1:0214FUT37J,nilvadipine,3,Nilvadipine,f
K1:0223RD59PE,remoxipride,1,Remoxipride,f
K1:022461SR75,azficel-t,3,AZFICEL-T,f
K1:022N12KJ0X,oxibendazole,2,Oxibendazole,f
K1:022YON1XMX,etilamfetamine,3,Etilamfetamine,f
K1:023C2WHX2V,tromethamine,2,Trometamol,f
K1:023D9E916L,panamesine,3,Panamesine,f
K1:023XWA119J,eschscholzia-californica-flowering-top,3,Eschscholzia Californica Flowering Top,f
K1:02414N8GQC,dextriferron,3,Dextriferron,f
K1:0243Q4990L,solanum-lycopersicum,3,Solanum Lycopersicum,f
K1:024W88F557,fraxinus-latifolia-whole,3,Fraxinus Latifolia Whole,f
K1:0255AHR9GJ,alminoprofen,3,Alminoprofen,f
K1:02591PHL19,tricaine,3,Tricaine,f
K1:025JEQ4O6S,hippeastrum-puniceum-whole,3,Hippeastrum Puniceum Whole,f
K1:025P9I542Y,vitamin-b12,1,Cyanocobalamin (57co),f
K1:0269TQ4H2N,magnolia-x-alba-whole,3,Magnolia X Alba Whole,f
K1:027828ZV5Q,gold-198au-colloidal,3,Gold (198au) colloidal,f
K1:0282IF4JC8,siremadlin,3,Siremadlin,f
K1:028LZY775B,vilanterol-trifenatate,2,Vilanterol,f
K1:0296055VE0,clostridium-botulinum,3,Clostridium Botulinum,f
K1:029JF1SCU8,technetium-tc-99m-arcitumomab,1,TECHNETIUM TC 99M ARCITUMOMAB,f
K1:02AA4F4VLP,leucine,1,Leucine 1-C-11,t
K1:02AI5I027Q,townsendia-exscapa-whole,3,Townsendia Exscapa Whole,f
K1:02B8S6J90B,mabuprofen,3,Mabuprofen,f
K1:02B953TLAI,embeconazole,3,Embeconazole,f
K1:02C2G1D30D,tubacin,3,TUBACIN,f
K1:02DQX562CR,mitoclomine,3,Mitoclomine,f
K1:02DZ1HBF0M,emixustat,3,Emixustat,f
K1:02E00T2QDE,eftrenonacog-alfa,2,Eftrenonacog alfa,f
K1:02F3473H9O,magnesium-chloride,2,Magnesium Chloride,f
K1:02FXP10O2U,interleukin-12-human-recombinant,2,Interleukin-12 Human Recombinant,f
K1:02HQ4TYQ60,cipemastat,3,Cipemastat,f
K1:02HU8HWP7U,safotibant,3,Safotibant,f
K1:02I3VKA20E,anacardium-occidentale-bark,3,Anacardium Occidentale Bark,f
K1:02I89C6K47,cynanchum-otophyllum-whole,3,Cynanchum Otophyllum Whole,f
K1:02J7X17ZUQ,amaranth,3,Amaranth Acid,f
K1:02JW4J5R44,kynurenine,3,Kynurenine,f
K1:02KSI6Z9AK,thyrotropin,1,Thyrotrophin,t
K1:02L07H6D0U,afoxolaner,2,Afoxolaner,f
K1:02M19CUK9X,kio-100,3,KIO-100,f
K1:02MNR4P2PM,cianopramine,3,Cianopramine,f
K1:02N4V81704,methylphenethylamine,3,N-METHYLPHENETHYLAMINE,f
K1:02NKI0ARRJ,nupafant,3,Nupafant,f
K1:02OS7K758T,metharbital,1,Metharbital,f
K1:02Q5OS3TU3,didymin,3,Didymin,f
K1:02R4V6T25Y,neurotrophin-3,3,Neurotrophin-3,f
K1:02RVY6X9EC,quercus-kelloggii-pollen,3,Quercus Kelloggii Pollen,f
K1:02UOP4Z0O0,famphur,3,Famphur,f
K1:02VJ3CEY9G,codonopsis-pilosula-root,3,Codonopsis Pilosula Root,f
K1:02WM57RXZJ,black-walnut,3,Black Walnut,f
K1:02WMX1FS9Y,somantadine,3,Somantadine,f
K1:02X9QIP2NU,salnacedin,3,Salnacedin,f
K1:02Y3Z2756M,empesertib,3,Empesertib,f
K1:02Z59O1UOM,dalmitamig,3,Dalmitamig,f
K1:0309P36Q66,ferric-fluoride,2,Ferric Fluoride,f
K1:030FN29S9H,petroselinum-crispum-root,3,Petroselinum Crispum Root,f
K1:030MS0JBDO,anthraquinone,3,Anthraquinone,f
K1:030PYR8953,ropinirole,1,Ropinirole,t
K1:030R993R8E,ulmus-pumila-pollen,3,Ulmus Pumila Pollen,f
K1:031A4BN94T,delphinidin,3,Delphinidin Cation,f
K1:032K16VRCU,d-phenylalanine,3,D-Phenylalanine,f
K1:032WJR708Q,botiacrine,3,Botiacrine,f
K1:033072U4MZ,golodirsen,2,Golodirsen,f
K1:033KF7V46H,tinidazole,2,Tinidazole,f
K1:0343IGH41U,tositumomab,2,Tositumomab,f
K1:0354RT7LG4,buparvaquone,3,Buparvaquone,f
K1:0361Z8214O,azm-475271,3,AZM-475271,f
K1:036B9W83KK,fluclorolone,3,FLUCLOROLONE,f
K1:0374EZJ8CU,clinofibrate,3,Clinofibrate,f
K1:037S03TJ5M,tinisulpride,3,Tinisulpride,f
K1:037V4520IY,3-deazaadenosine,3,3-DEAZAADENOSINE,f
K1:038E5L962W,lifitegrast,2,Lifitegrast,f
K1:039G4OZ3G2,loxosceles-reclusa,3,Loxosceles Reclusa,f
K1:039LU44I5M,floxuridine,2,Floxuridine,f
K1:03A5ORL08Q,zopiclone,1,Zopiclone,f
K1:03C8A0DFJ8,guaiac,2,Guaiac,f
K1:03DB58Y9DO,betoxycaine,3,Betoxycaine,f
K1:03DNV05OD4,r-30490,3,R-30490,f
K1:03E1FV7JUC,tamtuvetmab,3,Tamtuvetmab,f
K1:03F36JH21U,etofamide,3,Etofamide,f
K1:03HN50ZAF0,guanoxyfen,3,Guanoxyfen,f
K1:03J0H273KZ,6-diazo-5-oxo-l-norleucine,3,6-DIAZO-5-OXO-L-NORLEUCINE,f
K1:03J11K103C,algeldrate,3,Algeldrate,f
K1:03J5ZE7KA5,atropine,2,Atropine Sulfate,f
K1:03KSI6WLXH,naldemedine,2,Naldemedine,f
K1:03L0BL8FBI,1-phenylcyclopentyl-methanamine,3,(1-PHENYLCYCLOPENTYL)METHANAMINE,f
K1:03L9OT429T,rotenone,2,ROTENONE,f
K1:03MZ53X1YS,indium-in-111-capromab-pendetide,2,INDIUM IN 111 CAPROMAB PENDETIDE,f
K1:03N9U5JAF6,atipamezole,2,Atipamezole,f
K1:03O98E01OB,ethyl-pyruvate,3,ETHYL PYRUVATE,f
K1:03QB156W6I,temocillin,3,Temocillin,f
K1:03S640ADSK,levonantradol,3,Levonantradol,f
K1:03T08D1SW6,astragalus-americanus-whole,3,Astragalus Americanus Whole,f
K1:03T60V100Y,sus-scrofa-rectal-mucosa,3,Sus Scrofa Rectal Mucosa,f
K1:03TW1410NL,mk-3577,3,MK-3577,f
K1:03UUH3J385,tanshinone,3,Tanshinone I,f
K1:03V657ZD3V,methacholine,2,Methacholine,f
K1:03VC3O9F7W,gold-monosulfide,3,Gold Monosulfide,f
K1:03Z3I85RNE,bos-taurus-spinal-cord,2,Bos Taurus Spinal Cord,f
K1:04079A1RDZ,cytarabine,2,Cytarabine,f
K1:0414BW860U,prifelone,3,Prifelone,f
K1:0415629F6C,timefurone,3,Timefurone,f
K1:04201GDN4R,mometasone,1,Mometasone Furoate,t
K1:042SUA2DS9,pinus-ponderosa-pollen,3,Pinus Ponderosa Pollen,f
K1:043IPI2M0K,1-2-distearoyl-sn-glycero-3-phosphocholine,3,"1,2-Distearoyl-Sn-Glycero-3-Phosphocholine",f
K1:0449O95Z1J,zalospirone,3,Zalospirone,f
K1:045BU63E23,ipronidazole,3,Ipronidazole,f
K1:0462Z4S4OZ,obeticholic-acid,1,Obeticholic acid,t
K1:046O35D44R,prilocaine,2,Prilocaine,f
K1:046PB542M7,ephedra-nevadensis-whole,3,Ephedra Nevadensis Whole,f
K1:046Y1357I6,lamium-album,3,Lamium Album,f
K1:048L81261F,dexrazoxane,2,Dexrazoxane,f
K1:048UJ2MM65,besulpamide,3,Besulpamide,f
K1:0493WH50VT,arc-19499,3,ARC-19499,f
K1:0494L275Q6,ropivacaine,2,"ROPIVACAINE, (R)-",f
K1:04A0P12FH2,metamfepramone,3,Metamfepramone,f
K1:04A90EXP8V,n-acetyl-alpha-neuraminic-acid,3,N-ACETYL-.ALPHA.-NEURAMINIC Acid,f
K1:04B48I6VHR,tropanserin,3,Tropanserin,f
K1:04B7QNO9WS,dextrorphan,3,Dextrorphan,f
K1:04B949KO6F,denbufylline,3,Denbufylline,f
K1:04G0T06UGT,nicodicodine,3,Nicodicodine,f
K1:04HCK0SD2O,midazogrel,3,Midazogrel,f
K1:04O7H69C4B,sermetacin,3,Sermetacin,f
K1:04Q9AIZ7NO,pemetrexed-disodium-hemipentahydrate,2,Pemetrexed,f
K1:04QQ8SWA4U,emepronium,2,Emepronium,f
K1:04RV4N7EMO,pizuglanstat,3,Pizuglanstat,f
K1:04SZC4MEFQ,uridine-diphosphate-glucuronic-acid,3,Uridine Diphosphate Glucuronic Acid,f
K1:04UZQ7O9SJ,mosapramine,3,Mosapramine,f
K1:04W636S1V3,malus-domestica-whole,2,Malus Domestica Whole,f
K1:04W97Z676Y,bassia-scoparia-fruit,3,Bassia Scoparia Fruit,f
K1:04XB9TB8OL,timapiprant,3,Timapiprant,f
K1:04Y7590D77,isoleucine-2,2,Isoleucine,f
K1:04Z20NMK31,acedoben,3,Acedoben,f
K1:050271194T,oxanamide,3,Oxanamide,f
K1:050QZ2EDK7,sus-scrofa-pineal-gland,2,Sus Scrofa Pineal Gland,f
K1:05175J654G,niobium,2,Niobium,f
K1:05186J17EP,diclometide,3,Diclometide,f
K1:053IJC048X,aloe-spicata-whole,3,Aloe Spicata Whole,f
K1:053QD2I96A,emvododstat,3,Emvododstat,f
K1:053VA4B06Y,josamycin-propionate,3,Josamycin Propionate,f
K1:05456MVL7T,radium,2,Radium Cation,f
K1:05483SW4GS,iomorinic-acid,3,Iomorinic acid,f
K1:054Q5D7VZI,adintrevimab,3,Adintrevimab,f
K1:054ZP16K2Q,lutetium-177lu-lilotomab-satetraxetan,3,Lutetium (177lu) lilotomab satetraxetan,f
K1:055456JHI7,citrus-aurantium-fruit-rind,3,Citrus Aurantium Fruit Rind,f
K1:055F0R97NJ,cinfenoac,3,Cinfenoac,f
K1:0570F37359,voxilaprevir-2,2,Voxilaprevir,f
K1:05780F90V3,phenethylamine,3,"1-PHENETHYLAMINE, (-)-",f
K1:0578K3ELIO,aceclidine,2,Aceclidine,f
K1:057D10I8S8,ezatiostat,3,Ezatiostat,f
K1:057EZR4Z7Q,cadmium-sulfide,2,Cadmium Sulfide,f
K1:058896B00B,naronapride,3,Naronapride,f
K1:058C04BGYI,quinic-acid,3,Quinic Acid,f
K1:059QF0KO0R,sterile-water-for-irrigation,2,Aqua,f
K1:05D072FS97,rhodamine-123-free-base,3,Rhodamine 123 Free Base,f
K1:05D48LUM4Z,dihydroergocristine,3,DIHYDROERGOCRISTINE,f
K1:05DYM3ZS1X,peptide-t,3,PEPTIDE T,f
K1:05FZV98342,inecalcitol,3,Inecalcitol,f
K1:05G07285DK,tasidotin,3,Tasidotin,f
K1:05HYK3CV9N,linperlisib,3,LINPERLISIB,f
K1:05J61265PX,fursultiamine,3,Fursultiamine,f
K1:05JZI7B19X,carboxymethylcellulose,2,Carboxymethylcellulose,f
K1:05KB30NGW2,alcaligenes-faecalis,3,Alcaligenes Faecalis,f
K1:05KO5G76R2,enfenamic-acid,3,Enfenamic acid,f
K1:05ME7P8ZBJ,detirelix,3,Detirelix,f
K1:05MVC8T5JN,magnesium-nitrite,2,Magnesium Nitrite,f
K1:05P3K9I49L,wr-1065,3,WR-1065,f
K1:05P93760L4,primula-hendersonii-whole,3,Primula Hendersonii Whole,f
K1:05PB82Z52L,repinotan,3,Repinotan,f
K1:05RMF7YPWN,hydrocortisone-butyrate,1,Hydrocortisone Butyrate,f
K1:05S7L91ZTR,canis-lupus-familiaris-hair,2,Canis Lupus Familiaris Hair,f
K1:05T3M06HCM,pteridium-aquilinum-whole,3,Pteridium Aquilinum Whole,f
K1:05T9139TJW,isopropicillin,3,Isopropicillin,f
K1:05V02F2KDG,rosiglitazone-2,1,Rosiglitazone,f
K1:05V5NVB5Y1,flopropione,3,Flopropione,f
K1:05W904P57F,amylmetacresol,2,Amylmetacresol,f
K1:05ZCK72TXZ,ozoralizumab,3,Ozoralizumab,f
K1:05ZYW7RU5V,gdc-0276,3,GDC-0276,f
K1:0600L2M6EZ,phenampromide,3,Phenampromide,f
K1:0601Z4Z0LU,liriodendron-tulipifera-whole,3,Liriodendron Tulipifera Whole,f
K1:0603E10Z5S,2-aminopimelic-acid-s,3,"2-AMINOPIMELIC ACID, (S)-",f
K1:060B6580LL,iodoalphionic-acid,3,Iodoalphionic Acid,f
K1:0612VZ9I5Z,quingestrone,3,Quingestrone,f
K1:0613LSI19F,m-77976,3,M-77976,f
K1:0619F35CGV,tetracaine,2,Tetracaine,f
K1:061SKE27JP,indolebutyric-acid,3,Indolebutyric Acid,f
K1:0627D8VG1C,5-6-dihydro-5-azacytidine,3,"5,6-DIHYDRO-5-AZACYTIDINE",f
K1:0628T707D0,iscalimab,3,Iscalimab,f
K1:063D2YI19E,pumafentrine,3,Pumafentrine,f
K1:063VBA799E,human-papillomavirus-serotype-16-whole,3,Human Papillomavirus Serotype 16 Whole,f
K1:065C5D077J,sage,1,Sage,f
K1:065F7WPT0B,forasartan,3,Forasartan,f
K1:066975NG22,dimantine,3,Dimantine,f
K1:0678G6Q58A,calusterone,3,Calusterone,f
K1:067U1T4S30,cilobamine,3,Cilobamine,f
K1:068X84E056,pramoxine-hcl,2,Pramocaine,f
K1:069647RPT5,antimony-cation-3,3,Antimony Cation (3+),f
K1:06A0IC74I3,zaurategrast,3,ZAURATEGRAST,f
K1:06CA9QMG6Z,nv-5138,3,NV-5138,f
K1:06DM4KX7JG,valategrast,3,Valategrast,f
K1:06DX01190R,ridinilazole,3,Ridinilazole,f
K1:06H9KWB6IB,sitalidone,3,Sitalidone,f
K1:06HG6YW0HK,l-3972-t,3,L-3972-T,f
K1:06IVK87M04,zelavespib,3,Zelavespib,f
K1:06JI9W529S,hops-oil,3,Hops Oil,f
K1:06JMS448M5,lemongrass,3,Cymbopogon Citratus Leaf,f
K1:06KB629TKV,tolnaftate,2,Tolnaftate,f
K1:06LU7C9H1V,liothyronine,2,Liothyronine,f
K1:06M320D5U9,asimina-triloba-whole,3,Asimina Triloba Whole,f
K1:06O0TC0VSM,fucoxanthin,3,Fucoxanthin,f
K1:06P3KLK2J8,glofitamab,1,Glofitamab,f
K1:06P3KLK2J8#gxbm,glofitamab-gxbm,2,Glofitamab-Gxbm,f
K1:06Q0V17SI9,mitonafide,3,Mitonafide,f
K1:06SSF7P179,terbium,2,Terbium,f
K1:06T2G22P2C,alpha-amylcinnamaldehyde-z,3,".ALPHA.-AMYLCINNAMALDEHYDE, (Z)-",f
K1:06UV5RFW57,chlorotoxin,3,CHLOROTOXIN,f
K1:06XEA2VD56,sorbitan-oleate,3,Sorbitan oleate,f
K1:06YTS68E0H,delfaprazine,3,Delfaprazine,f
K1:06Z55VZ40D,xantocillin,3,Xantocillin,f
K1:06ZPE0373L,prosopis-cineraria-wood,3,Prosopis Cineraria Wood,f
K1:0709BVY57W,gpi-1485,3,GPI-1485,f
K1:070SV15RJA,acorafloxacin,3,Acorafloxacin,f
K1:071P4J77HF,clofexamide,3,Clofexamide,f
K1:072702W9QD,gsk-923295a,3,GSK-923295A,f
K1:072D7X60WS,panicum-miliaceum-whole,3,Panicum Miliaceum Whole,f
K1:072Z5ZP2FI,cinuperone,3,Cinuperone,f
K1:073830XH10,morning-glory,3,Lysergamide,f
K1:0745KNO26J,aspoxicillin,3,Aspoxicillin,f
K1:074GT4PR9D,bivatuzumab-mertansine,3,BIVATUZUMAB MERTANSINE,f
K1:074P18919S,sargassum-pallidum,3,Sargassum Pallidum,f
K1:0751ZOW7OR,indolidan,3,Indolidan,f
K1:075441GMF2,erucic-acid,3,Erucic Acid,f
K1:0756UWA0SA,d-allothreonine,3,D-allothreonine,f
K1:0757XV4DZR,triclodazol,3,Triclodazol,f
K1:075T165X8M,thioacetamide,3,Thioacetamide,f
K1:076WHW89TW,follitropin,1,Follitropin,t
K1:07730V90L6,talimogene-laherparepvec,2,Talimogene laherparepvec,f
K1:077DN93G5B,medrogestone,2,Medrogestone,f
K1:07802BU06S,coh-29,3,COH-29,f
K1:0786H5RV0T,ledismase,3,Ledismase,f
K1:0789652QUL,mivotilate,3,Mivotilate,f
K1:07896928ZC,eravacycline,2,Eravacycline,f
K1:078A24Q30O,dyclonine,2,Dyclonine,f
K1:078RCY7I27,fenobam-anhydrous,3,Fenobam Anhydrous,f
K1:079X63S3DU,cambendazole,3,Cambendazole,f
K1:079XQO23D9,lilium-lancifolium-whole,3,Lilium Lancifolium Whole,f
K1:07A108ZKW5,bassia-scoparia-pollen,3,Bassia Scoparia Pollen,f
K1:07BH0IKF2I,carbon-monoxide,1,Carbon Monoxide C-11,t
K1:07EY0HWO2M,porgaviximab,3,Porgaviximab,f
K1:07GHB395FB,thiofuradene,3,Thiofuradene,f
K1:07H1561618,ibrolipim,3,Ibrolipim,f
K1:07HB886F99,epitumomab-cituxetan,3,Epitumomab cituxetan,f
K1:07HQ1TJ4JE,pritelivir,3,Pritelivir,f
K1:07L86FJ69J,amaranthus-hybridus-leaf,3,Amaranthus Hybridus Leaf,f
K1:07PV14BK6X,desethyl-atrazine,3,Desethyl Atrazine,f
K1:07SGC963IR,desmethylprodine,3,Desmethylprodine,f
K1:07V1H7R6ZN,butyrfentanyl,3,Butyrfentanyl,f
K1:07V4DX094T,sambucus-nigra-flower,3,Elder Flower,f
K1:07X3IB4R4Z,isorhamnetin,3,ISORHAMNETIN,f
K1:07YL55QKZ9,carpinus-betulus-flower,2,Carpinus Betulus Flower,f
K1:07YMO87363,gsk-1059615,3,GSK-1059615,f
K1:07Z36289ZX,muzolimine,1,Muzolimine,f
K1:080626SQ8C,mk-886,3,MK-886,f
K1:0813BZ6866,clodronic-acid,2,Clodronic acid,f
K1:081D12SI0Z,atosiban,2,Atosiban,f
K1:081L192FO9,suvorexant,1,Suvorexant,t
K1:082285VIDF,fluoromisonidazole,3,FLUOROMISONIDAZOLE,f
K1:0823G3NGQP,melaleuca-viridiflora-whole,3,Melaleuca Viridiflora Whole,f
K1:0825W549JC,glucagon-like-peptide-ii,3,GLUCAGON-LIKE PEPTIDE II,f
K1:0829J8133H,vadimezan,3,Vadimezan,f
K1:082U1GSX3D,orellanine,3,ORELLANINE,f
